title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees,commit_shas,contrib_complexity
Visibilities lost when doing AddElementsFromHdfs in HBase,"The AddElementsFromHdfs uses the HBase PutStoreReducer. We are currently on version 1.3.0 of HBase and it has this bug: https://issues.apache.org/jira/browse/HBASE-16055

We should either implement our own Reducer, which should be very similar to the Accumulo Reducer we have.",2017-11-29 13:11:47+00:00,2017-12-14 08:49:46+00:00,2017-12-07 15:05:08+00:00,closed,"[Label(name=""bug""), Label(name=""headliner""), Label(name=""p:critical"")]",1564,https://github.com/gchq/Gaffer/issues/1564,"Milestone(title=""v1.2.0-RC1"", number=47)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['858ace8c70d7c235d4894027a4cc25f4461d747c', 'd3a35aa245dfb5aaaf26bbd21c42f0ddd0b24432', '7f473a963bb22c75586df505b4590f3a75de57d4', '496ca12fd2a00dd76f71ca3494d81e019e84f535', '32ba830815c842e33c72950507ea80f85f05a19b', '4b5d4b7f7ae0626fce7cb0c235b06dd0fa216519', 'cc6b955d09cb09f16831c79282c7ba6b654c7066']",4.0
gh-1527 - added test for adding duplicate elements with the same time…,…stamp,2017-11-29 11:07:28+00:00,2017-12-15 12:44:54+00:00,2017-11-29 13:17:53+00:00,closed,[],1563,https://github.com/gchq/Gaffer/pull/1563,,False,,[],[],
gh-1561 - fixed broken links,,2017-11-28 16:50:45+00:00,2017-12-15 12:44:55+00:00,2017-11-29 10:03:43+00:00,closed,[],1562,https://github.com/gchq/Gaffer/pull/1562,,False,,[],[],
Fix broken links to Gaffer Doc pages,The Gaffer Doc has been split up into smaller pages. Some of the links in READMEs in this repository will need to be updated.,2017-11-28 16:13:56+00:00,2017-11-29 10:03:59+00:00,2017-11-29 10:03:59+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1561,https://github.com/gchq/Gaffer/issues/1561,"Milestone(title=""v1.2.0-RC1"", number=47)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['013f60ee5291d9df468118b93216daefd1cd0d15', '303957ead92a79c1df7ab11e633ca9143fd859af']",1.0
Gh-1417 UI Configurable Logo,"Added the ability to customise the logo and favicons individually, as well as the logo's hyperlink.
If either or both of the favicons are not provided, it will just default to using the logo image.",2017-11-28 15:04:48+00:00,2017-12-01 14:25:16+00:00,2017-12-01 14:25:13+00:00,closed,[],1560,https://github.com/gchq/Gaffer/pull/1560,,False,,[],[],
Improve error messages in Proxy Store,"Currently, when the result limit is hit in the proxy store an exception is thrown which has the entire response in the message detail. Could this instead contain only the detail of the underlying exception",2017-11-28 09:39:58+00:00,2017-12-18 10:50:27+00:00,2017-12-18 10:50:27+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1559,https://github.com/gchq/Gaffer/issues/1559,"Milestone(title=""v1.2.0"", number=57)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['76a8f4fad8e6d9cc5ff15094fca61b482e3e3c1f', 'd88bb923a0c09572495c34857528193972c560b5']",2.0
gh-1233 - add batch scanner option to accumulo's GetRDDOfAllElements …,"…operation handler, and tips on improving performance when reading from accumulo to an rdd in spark

as discussed :)",2017-11-28 02:40:31+00:00,2017-11-28 09:44:14+00:00,2017-11-28 09:44:14+00:00,closed,[],1558,https://github.com/gchq/Gaffer/pull/1558,,False,,[],[],
gh-1483 - Extending the GetWalks operations to include Entities,,2017-11-27 16:35:43+00:00,2017-12-04 12:09:31+00:00,2017-12-04 12:09:31+00:00,closed,[],1557,https://github.com/gchq/Gaffer/pull/1557,,False,,[],[],
gh-1555 - fixed matched vertex filtering,,2017-11-27 10:41:11+00:00,2017-11-27 12:55:21+00:00,2017-11-27 12:55:18+00:00,closed,[],1556,https://github.com/gchq/Gaffer/pull/1556,,False,,[],[],
MATCHED_VERTEX and ADJACENT_MATCHED_VERTEX cannot be used in a view filters,The OperationChain validation fails when checking the input classes of the filters.,2017-11-27 10:30:27+00:00,2017-11-27 13:20:45+00:00,2017-11-27 13:20:45+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1555,https://github.com/gchq/Gaffer/issues/1555,"Milestone(title=""v1.1.2"", number=56)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['ecece5905302d5ee52e335eeed006e4aecabc0a0', '2b0e1a88d9eeed8a2911507e74c7cba7ad81d093', '49e6494bf28207431afec48fc083df5dad56d86b', '67583058d9f039448e0c6ecd9d8ab95ac6ab84c8', 'c134a3fceea18af566cf79e70ab5045b6e3f80e1', 'ad884185272d59afe7ec2cdd4223251a7946cd41']",2.0
Gh 1543 create named view class,,2017-11-24 09:43:01+00:00,2017-11-29 15:05:48+00:00,2017-11-29 14:49:30+00:00,closed,[],1554,https://github.com/gchq/Gaffer/pull/1554,,False,,[],[],
Gh 1470 fixed flink back pressure issue,,2017-11-24 09:39:02+00:00,2017-11-28 16:11:23+00:00,2017-11-28 16:11:20+00:00,closed,[],1553,https://github.com/gchq/Gaffer/pull/1553,,False,,[],[],
gh-1551 - added job id header,,2017-11-23 17:44:57+00:00,2017-11-27 10:32:20+00:00,2017-11-27 10:32:17+00:00,closed,[],1552,https://github.com/gchq/Gaffer/pull/1552,,False,,[],[],
REST API should return the execution Job ID as a header,,2017-11-23 17:25:29+00:00,2017-11-27 10:33:24+00:00,2017-11-27 10:33:24+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:normal"")]",1551,https://github.com/gchq/Gaffer/issues/1551,"Milestone(title=""v1.2.0-RC1"", number=47)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['ab67f0e34e412f2ab9639dda5c8258f1957306ac', '7d27fd7a75a7280380cfc7f827af29008e56687e', 'bf095773d2fd0a238883f2f1537d29d2c2921074']",2.0
Create a new StoreTrait for populating the matchedVertex field,"When executing a query in Gaffer stores can set a matchedVertex field on Edges to tell uses which end of the Edge was matched against their seeds. This has not yet been implemented for the Parquet Store and it would be useful for users to know which stores have this trait. 

We should also add some integration tests for this trait.",2017-11-23 16:39:32+00:00,2017-11-27 13:21:09+00:00,2017-11-27 13:21:06+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1550,https://github.com/gchq/Gaffer/issues/1550,"Milestone(title=""v1.1.2"", number=56)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]",[],
Implement matchedVertex in Parquet Store,When executing a query in Gaffer stores can set a matchedVertex field on Edges to tell uses which end of the Edge was matched against their seeds. This has not yet been implemented for the Parquet Store.,2017-11-23 16:37:45+00:00,2019-01-30 14:11:03+00:00,2019-01-30 14:11:03+00:00,closed,"[Label(name=""duplicate""), Label(name=""enhancement""), Label(name=""p:normal""), Label(name=""parquet"")]",1549,https://github.com/gchq/Gaffer/issues/1549,"Milestone(title=""Backlog"", number=12)",False,,[],[],
Gh 1455 federated store remove map store,,2017-11-23 16:10:27+00:00,2017-11-24 07:51:04+00:00,2017-11-24 07:50:59+00:00,closed,[],1548,https://github.com/gchq/Gaffer/pull/1548,,False,,[],[],
Create NamedViewResolver GraphHook,"This should be similar to the NamedOperationResolver GraphHook.

Subtask of #1542.",2017-11-23 10:19:47+00:00,2018-01-17 12:05:52+00:00,2018-01-17 12:05:52+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1547,https://github.com/gchq/Gaffer/issues/1547,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['6eb0544dbe59c8b78747cbc8398cb3e947c56b35', '151f87b50ee9ec82a328304320cfe415e91a892a', 'aef0f968373bc6befc6459302f2d2c8f0d10c5c4', '10248fbbbc411b147bf71680a7b116a253194895', '95a1077154febeb912f1d17a013dfd4c264f07f2', 'cb9743dcc8fbcca972f43bbb3cab00a8e71b559c', '095716c5155a81eddf60b660159f08a3dd2b95a7', '9951ed9dad4e4b44a723ecb7845d940cd84c99d9', '73e2fda3913004c9c89049d47ad94d4b4dbc17f2', '92b04dcdda733c4653935a4eb5c5c8d7e610a1e5', '95d8bf6caf4138ce30b329dcda588e15ec3f582c', 'db5a6ceb5ab781b0fad9a75cae88933a21330bd8', '0e0a756cc7f15ff5dbce4343a3351e57d063e326', 'eef56bf9a41470a2fe0044352a132c1efcf4f4fe', 'ef51078213e68bd260cf294885d88c33e6cefa41', '048ede8c14020447a7f6892c448fdfd86531f604', '10bba3351058899f40ee0e2d27d4b2af6250774b', '1e62e4ba070c95bf478ce90d91f43bc7e592f1b1', '55f4840821f47daca9f848b0cc75389dbcbc38f7', '699214dddf2a38f73dffb0c0b82c6154d25ed5bd', '548b95fe1578aafa346ebd5b9bbae025333dc8c7', 'ccaf5c114c4441d7bbb8ebac6f41900abe21948a', 'dc5f86e4d265935635d9563727c003e8278c5cef', 'f7e4f8a3aab617a30969252f6c2b6d8ddb8d4aa1', '61fd80c75b8a0299533760ebbf0c7a236cd5dc89', '9108809dde81391a3575f594d10a5c36a45524cd', '9fd5e3ca137cff19ddeec911a4e0b98ac7b96936', '004259156ddaee89602d2eca157c1fcbc2fa9410', 'a8d5b1e3af1719fbb1e424b2015fc19eaf3f0188', 'a9ea963701c8302ce45317526723e6f92c3aa150', '6a0e5833c40f56d78b03a8c2723efed203a25f48', 'ec26ee89e14f90e15585d00950c7ffba77a64112']",4.0
Create GetAllNamedViews operation,"This should be similar to GetAllNamedOperations.

Subtask of #1542.",2017-11-23 10:18:32+00:00,2017-12-05 17:33:20+00:00,2017-12-05 10:05:52+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1546,https://github.com/gchq/Gaffer/issues/1546,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['3acecf89727cf2a908e18ea2264fb79fd54b728c', '1b7b40debbaa6ad005e2ead6a957f2fc8f9c841d', '6b5c4277b6f96a0f859e3fc26106742046b904fc', 'b3b7551538f03a99c12575dcccb534bfd6121876', '46caded52aed0dc6a1c7c064e38d2d91d1985c19', '2e0a47c435599555171a6ee3ddc046270aac47a2', 'fe1b371b06bccec2ac4351d7644784583479cedf']",2.0
Create AddNamedView operation,"This should be similar to AddNamedOperation.

Subtask of #1542.",2017-11-23 10:17:26+00:00,2017-12-04 09:40:26+00:00,2017-12-01 12:57:38+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1545,https://github.com/gchq/Gaffer/issues/1545,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['67e628dd0f00501880a6965a1440ec7483208845', 'a772eb4834b1b13831d085571f6ba166774c5358', 'f9d8254ed67ec437d5e1eaf5bbd09f56488922e5', '4832d8297d5f87f94142c0cbc78fea85349914ed', '3df5b48f8aed55e039be30be491158405c83b0b4', 'ac836ce12a4b5e23d6b06424a14eb8f765ef970c', 'f4940fdb5db4bdfbdfadffc8477dcf0ca31977c5', 'cc8ffe43cf48b3aa7c2c3e730bdcd8ea406e88da', 'b7c00a4944970d16c397b95bda89cc7e429e4b2c']",2.0
Create a NamedViews cache similar to NamedOperations ,"The logic should be very similar to NamedOperations, but the cache should be able to handle adding and retrieving a NamedView. The cache should also be able to return all the NamedViews available.

NamedViews do not need to be locked down to user roles. It should be assumed that all users are allowed to access all NamedViews.

Subtask of #1542.",2017-11-23 10:14:30+00:00,2017-12-04 09:40:26+00:00,2017-11-29 16:07:48+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1544,https://github.com/gchq/Gaffer/issues/1544,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['c8dbc45d4cfcae05fd76cc6b67bf1a4afc68ef7f', '9a4da096f118e8821a779129ff242eb38086ecaf', '7c2e8e449508be5bcd4429b5a7f1695e55695614', '9e95f89e1faa3529a905e2fca512001abd4113c6', 'fc8183b6d81d2437cb8552d7efc29f6a495cb59b', '73d06709da77ea462a895779dc707927ef9a4f2f', '5d9b7d5919a79598629741aa6111944f5f5058c9', '49c03785298a91b6ff0f8b50bc0116dd0c5042a1']",2.0
Create a NamedView class,"Create a new class: NamedView that extends View.

When running an operation users can then choose to either use a normal View or a NamedView.
To allow this to work via JSON we will need to configure the serialisation to allow the class name of the View to be used. This can be done using the JsonTypeInfo annotation on this new class or on the View class. It is important that if a class is not provided in json the serialisation should default to assuming it is a View.

The NamedView class should have a field for the viewName and a parameters field - similar to the NamedOperation class.

Subtask of #1542.",2017-11-23 10:09:26+00:00,2017-11-29 14:50:08+00:00,2017-11-29 14:49:54+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1543,https://github.com/gchq/Gaffer/issues/1543,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['7fd2c54cef0658f58f177e506583d800b92fb685', 'c0326d6c1480115bc7b1ee94b07986406055a3fb', '8bceffdaa0faf960b46290c9a5457a5ac3c51d05', '7fd96c0cb9d95eefb9496ccd86ec9110049dcad0', 'adeb1a1aaaa5a438911c6c1b12742fd8ad768ff3', '0a6b30c13903303d3156ccbb0ba90a62c7200eef', '30eff89c91008ff3455af834796f526d53f6ce97', 'ec3986f08d79f338d318d1f66466db0a12035214', 'dd5a3d74719efbc72258d09370fa62959295bec3', '6a4dbbf780268f4a30979a06e0b72d65e4c71c6b', 'af3ba8a97b441e296451ab5a5eda1282d407838e', 'ebb3476ecdc70e600b288bdd6142729677235937', '04892cd6d9a965f0a62f044d6540fd0e89cb9707', '95909921acf6bc024843ce15d294cdfec4841a17']",3.0
Allow Views to be created and shared similar to NamedOperations,"Views can be complicated to create and would be useful for advanced users to create them and share them with others similar to NamedOperations.

These Named Views can then be used instead of a normal View.

This is quite a large task so it is broken down into multiple issues referenced below.",2017-11-23 10:06:21+00:00,2018-01-22 14:51:45+00:00,2018-01-22 14:51:30+00:00,closed,"[Label(name=""enhancement""), Label(name=""headliner""), Label(name=""p:high"")]",1542,https://github.com/gchq/Gaffer/issues/1542,"Milestone(title=""v1.3.0-RC1"", number=52)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['ac3f898b2aec68d657ab109373cadc954a108ed9', '0e72d6bfebcd3e6e47919c156e845357f016905c', 'b76c3d64bd64b8cbdb5a5550d143b849a39ff3b7', '6779173f66b7fd5b10cbd09c3b3695617644d7db', '6e7be82b36cfdb270818b033401589e3546454e9', '5961f480dcfc1b584c8cf79108d1ab8d2b7553a5', '9a95cd89294d2c7af5125f48c98459054f4aec2d', 'a24e6814be415d16629273d40ad2c9c2e13fd2ec', 'b3f0df6b92d7625aec17ac34396b250bd3faaabe', 'af04c77458c1a14bd7ea4a3645aadb8e8e5755fb', '4e2f859277df3a5357085758bac6c9d9f907c1f4', '9782d2109a15666d09afb2b320623a3818747eb2', '49826f2ba0cc2f2b61b01729c95d4536800ff8f0', '2d9fe14e504deed3a98c60357c104aa15b0900c7', 'd2ccc39c1e6d07cf51769587d0ec9f5a92e97bf0', '029d1874a4544a421e527b69494e7140124dee22', 'e7f6efdb8c8132e655ed8f58f49840999588991e']",2.0
Allow a list of Views to be merged and set on an Operation,"Add a default setter to OperationView interface that does something like this:

```java
default void setViews(final List<View> views) {
        if (null != getView()) {
            throw new IllegalArgumentException(""Either specify a single view or multiple views, not both."");
        }
        
        final View.Builder builder = new View.Builder();
        for (final View view : views) {
            builder.merge(view);
        }
        setView(builder.build());
}
```

This will allow users to easily merge pre canned views together.",2017-11-23 10:02:59+00:00,2017-12-06 08:52:33+00:00,2017-12-06 08:52:12+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1541,https://github.com/gchq/Gaffer/issues/1541,"Milestone(title=""v1.2.0-RC1"", number=47)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['847faf1379c71686020c58e5f0b5c4e7866c199b', '59317db336d3e4dd9492210c77ced69fd36f69a6', '040a8d05922659ad90e42c70b292d53421b28e6a', '4bd98a10895666960e0ac4e0e32d0a52d062b7dc']",2.0
Gh 837 kryo serialisation datasketches,"Added Kryo serializers, supporting utility classes, and unit tests for a number of the serialisers for the DataSketches library.
As mentioned in the initial issue (#837), some of the serialisers are not able to be wrapped in a Kryo serializer - it does not always deal well with abstract classes, and also cannot handle the nested generics required for the ReservoirItemsSketch and its subclasses.",2017-11-22 16:18:09+00:00,2017-11-23 14:10:19+00:00,2017-11-23 14:10:16+00:00,closed,[],1540,https://github.com/gchq/Gaffer/pull/1540,,False,,[],[],
gh-1538 - added removeGroup method to ViewUtil,,2017-11-22 15:47:19+00:00,2017-12-05 10:07:55+00:00,2017-11-23 13:25:50+00:00,closed,[],1539,https://github.com/gchq/Gaffer/pull/1539,,False,,[],[],
Create a View utility method for removing a group from a View,"In some cases it is useful to remove a group from a View. As Views are unmodifiable we would need to return a new View instance with the modification. This should go in the ViewUtil class.

Something like:
```java
public static View removeGroups(final View view, final String... groups) {
  final LinkedHashMap<String, ViewElementDefinition> entities = new LinkedHashMap<>(view.getEntities());
  final LinkedHashMap<String, ViewElementDefinition> edges = new LinkedHashMap<>(view.getEdges());
  for (String group : groups) {
    entities.remove(group);
    edges.remove(group);
  }

  return new View.Builder()
        .merge(view)
        .entities(entities)
        .edges(edges)
        .build();
}
```",2017-11-22 13:45:41+00:00,2017-11-23 13:26:24+00:00,2017-11-23 13:26:19+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1538,https://github.com/gchq/Gaffer/issues/1538,"Milestone(title=""v1.2.0-RC1"", number=47)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['688c2de3f8c968172489ac1b9398afdbc817cb9e', '18ceddbca6c5090893367f6433f9456f8eb49aac', 'fd6941e35618cf251ecc768af2f8559ad7c95ac7']",2.0
gh-1535 - getting group now uses converter,,2017-11-22 10:29:42+00:00,2017-12-05 10:02:34+00:00,2017-12-05 10:02:32+00:00,closed,[],1537,https://github.com/gchq/Gaffer/pull/1537,,False,,[],[],
Bug in getting group out of key in AccumuloKeyValueReducer,"The following line in `AccumuloKeyValueReducer` is wrong - it should use the converter to obtain the group from the key:

    group = new String(key.getColumnFamilyData().getBackingArray(), CommonConstants.UTF_8);

Not marked as a bug because this won't be causing issues with the two current key packages but it would cause a bug in future if issue #1456 is implemented or if users develop their own key packages.",2017-11-21 12:39:52+00:00,2017-12-05 10:02:59+00:00,2017-12-05 10:02:51+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1535,https://github.com/gchq/Gaffer/issues/1535,"Milestone(title=""v1.2.0-RC1"", number=47)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['29af73f20b195227eb275565e7864b20e04c37a2', '896f4e210ca64a64b661a4c84d078cfd7f8f8925', 'c81a37101fb963b9931ea22454519a297e7856f2', 'a26c3f8a0dc3fc53be29d48adc5adbf43b9ddb4e']",2.0
gh-1528 - GraphConfig documentation added,,2017-11-21 10:12:19+00:00,2017-11-22 09:40:15+00:00,2017-11-22 09:36:27+00:00,closed,[],1534,https://github.com/gchq/Gaffer/pull/1534,,False,,[],[],
gh-1532 - fed store now does not add to graph library,,2017-11-21 07:59:51+00:00,2017-11-21 10:31:09+00:00,2017-11-21 10:31:05+00:00,closed,[],1533,https://github.com/gchq/Gaffer/pull/1533,,False,,[],[],
FederatedStore should not add graphs to the GraphLibrary,"Currently the FederatedStore adds all graphs to the GraphLibrary. This means if a user adds a graph (graph1), then removes the graph (graph1), the graph graph1 still exists in the GraphLibrary so they cannot reuse the same graphId (graph1).",2017-11-21 07:36:02+00:00,2017-11-21 15:45:42+00:00,2017-11-21 10:31:16+00:00,closed,"[Label(name=""bug""), Label(name=""migration-required""), Label(name=""p:high"")]",1532,https://github.com/gchq/Gaffer/issues/1532,"Milestone(title=""v1.1.1"", number=54)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['a77935133f95e9b7520f4f3bc5ce13017b1e3a29', '8618a4c1eec2911a7eb30ac4cbc98e908af41d02']",1.0
gh-1530 - added original operation chain to Context,,2017-11-21 07:33:39+00:00,2017-11-21 09:57:53+00:00,2017-11-21 09:57:50+00:00,closed,[],1531,https://github.com/gchq/Gaffer/pull/1531,,False,,[],[],
GraphHooks should also be given the original operation chain,"If an exception is thrown during operation execution, then the graph hooks onFailure method is invoked. If a user wants to use a hook to log the fact that an operation failed, then the onFailure method really needs a reference to the original operation chain. Currently the operation chain that is passed to the graph hooks is a clone of the original and may have been adapted.",2017-11-21 07:18:41+00:00,2017-11-21 09:57:59+00:00,2017-11-21 09:57:59+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1530,https://github.com/gchq/Gaffer/issues/1530,"Milestone(title=""v1.1.1"", number=54)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['d4f536c9936366a0213eecb9e7e7894c2d227d8d', 'bb2af8cae48be495bc1175ab7b5d3dcc88c1c94f']",1.0
gh-1527 - fixed add elements from hdfs aggregation,,2017-11-20 16:58:24+00:00,2017-11-21 11:55:04+00:00,2017-11-21 11:55:02+00:00,closed,[],1529,https://github.com/gchq/Gaffer/pull/1529,,False,,[],[],
Document GraphConfig,This relates to https://github.com/gchq/gaffer-doc/issues/33 but should be done within the core/graph/README.md file.,2017-11-20 14:30:41+00:00,2017-11-22 09:36:44+00:00,2017-11-22 09:36:39+00:00,closed,"[Label(name=""enhancement"")]",1528,https://github.com/gchq/Gaffer/issues/1528,"Milestone(title=""v1.2.0-RC1"", number=47)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['95b5bafc6ba8bf308ac3d70592de8736f2e48ceb', '322f9b8fb732d34384e653bcc5021b596a55ece1', 'f6e88e6932e5823f0c20ce476c0db295f1ed1af7', 'c980edce675af7596e4eaa24a5dd5deba768c077', '34eea06cc0dfc09b81549a6d4e51fc5eecb3045f', 'adc38664dd055fedc981acba4f66034d7869fc2b']",2.0
AddElementsFromHdfs deduplicates Elements that have aggregation disabled and identical keys,"Hi again,

I'm still looking at the netflow data I've mentioned in other questions. I specified in the schema that Netflow edges are not to be aggregated and each edge represents a single netflow event in the original csv with probably different properties.

When I use the startTime property as the timestamp (I have to nano precision, but storing at millis), only one record is stored in accumulo even if I have >1 record with the same source+destination+timestamp. I've also tried using the default timestamp and this is resulting in more missing records. I've checked the element generator, and all the elements are being generated correctly.

Here is some example records from the CTU13 dataset (previously mentioned) that demonstrates the problem.
These two records have the same source (::) and destination (ff02::1:ff97:a3eb), and the timestamps both map to 2011/08/12 15:59:53.173 (converted to a long), and only the first one was in accumulo
```
[2011/08/12 15:59:53.173326,0.0,ipv6-icmp,::,130,   ->,ff02::1:ff97:a3eb,null,MRQ,0,null,1,86,86,flow=Background]
[2011/08/12 15:59:53.173341,90.500267,ipv6-icmp,::,135,   ->,ff02::1:ff97:a3eb,null,NNS,0,null,6,468,468,flow=Background]
```
These two records have the same source (::) and destination (ff02::1:ff9d:312f), and the timestamps map to different values: 2011/08/12 16:09:48.275 and 2011/08/12 16:09:48.276, and both records are in accumulo
```
[2011/08/12 16:09:48.275895,0.500047,ipv6-icmp,::,135,   ->,ff02::1:ff9d:312f,null,NNS,0,null,2,156,156,flow=Background]
[2011/08/12 16:09:48.276904,0.0,ipv6-icmp,::,130,   ->,ff02::1:ff9d:312f,null,MRQ,0,null,1,86,86,flow=Background]
```

Do you have any suggestions about how I can change my config / ingest to ensure that all my events are stored separately?

Thanks,
Amanda",2017-11-17 01:14:23+00:00,2017-12-05 15:15:30+00:00,2017-11-21 11:55:12+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1527,https://github.com/gchq/Gaffer/issues/1527,"Milestone(title=""v1.1.1"", number=54)",False,,[],"['d965286d19e6fadf3166038052215c99b1ae3585', 'c9bc1022cdd420f6aa8c5571a386a3c0150772b4', '5b012a15d96e020544ad5001d3c18cc4129ce6c0', '21b8737d4484f32a2b47768bf0d6117ee39fdfbf']",2.0
gh-1525 - parquet iterator returns empty iterator with no data,,2017-11-16 14:26:37+00:00,2017-11-21 09:02:44+00:00,2017-11-21 09:02:41+00:00,closed,[],1526,https://github.com/gchq/Gaffer/pull/1526,,False,,[],[],
Parquet Store returns an error if you run a query on an empty store,"Start up the parquet store and run a GetAllElements. I would expect it just to return an empty iterable. Instead it throws an error:
Error executing opChain: Can not perform a Get operation when there is no index set, which is indicative of there being no data or the data ingest failed.",2017-11-15 14:24:12+00:00,2017-11-21 09:02:55+00:00,2017-11-21 09:02:51+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",1525,https://github.com/gchq/Gaffer/issues/1525,"Milestone(title=""v1.1.1"", number=54)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['a258a051627a4c58ba1f3f8b8a5bfb519d733023', '4938a0dede3a26a1d02ab8499a667a5a3f6d2845', '574651b1d07465f0f35e5312425d55da123215a5', '03bcfb6420291977f1f7d3e08ee10715a5a1974a', 'e8948c6f52f84e2670aff0438bcffa95fa33e457']",1.0
Gh 1513 get operations class name,,2017-11-15 13:34:10+00:00,2017-11-15 16:26:34+00:00,2017-11-15 16:26:30+00:00,closed,[],1524,https://github.com/gchq/Gaffer/pull/1524,,False,,[],[],
gh-1520 - removed hadoop-hdfs dependency from spark-library,Also fixed road traffic data loader so the data iterable can be consumed multiple times,2017-11-15 13:18:09+00:00,2017-11-15 15:27:41+00:00,2017-11-15 15:27:39+00:00,closed,[],1523,https://github.com/gchq/Gaffer/pull/1523,,False,,[],[],
Parquet store iterates over add elements iterable multiple times,If you add elements to the Parquet Store with an iterable that can only be consumed once then the Parquet Store will fail.,2017-11-15 13:16:34+00:00,2019-02-26 14:07:41+00:00,2019-02-26 14:07:41+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal""), Label(name=""parquet"")]",1522,https://github.com/gchq/Gaffer/issues/1522,"Milestone(title=""Backlog"", number=12)",False,,[],[],
gh-1518 - stopped banner duplicating,,2017-11-15 10:24:51+00:00,2017-11-15 11:31:12+00:00,2017-11-15 11:31:09+00:00,closed,[],1521,https://github.com/gchq/Gaffer/pull/1521,,False,,[],[],
Parquet Rest war does not work on Wildfly,Related to #1408.,2017-11-15 09:03:22+00:00,2017-11-21 07:15:20+00:00,2017-11-15 15:27:51+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1520,https://github.com/gchq/Gaffer/issues/1520,"Milestone(title=""v1.1.1"", number=54)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['1ea53cde36ffc5afd3547f5727dc7b924669479c', '95fec45abda6215d5f6e0765423446be90181ade', '411c1ec3195d14a990e000a1ce3562df3f7ae615', 'c7a4d8426c6caefa49a7b63564f23b7799ad56f3']",2.0
Catch in a more meaningful way the exceptions associated with processing user not having correct read access for security labels,"```
Error BAD_AUTHERIZATIONS for user AccumuloUser on table table1(ID:4) - the user does not have the specified autherizations assigned.
```

needs
```
gaffer.auth.white.list=security,1,2,3,4,5,Z
```",2017-11-14 18:25:11+00:00,2018-01-22 12:34:42+00:00,2018-01-22 12:34:39+00:00,closed,"[Label(name=""invalid"")]",1519,https://github.com/gchq/Gaffer/issues/1519,,False,,[],[],
